id,name,handle,platform,date,time,post_text,misinfo_type,reach,img,user_link,post_link
0,Jonathon Keller,@notAHandle,Twitter,2020-06-04,11:47,Fires reserve savings antarctic scientific bicycles carbon.,Not bad,379,img_339.jpg,https://www.example.com/,https://www.example.com/
3,Jonathon Keller,@justSomeSillyLittleGuy,YouTube,2020-06-23,18:54,Storm peatlands renewable climate wildlife.,Not bad,500,img_164.jpg,https://www.example.com/,https://www.example.com/
55,Jeanette Jackson,@john214394343,TikTok,2020-06-28,10:55,Smog greenwashing toxins impact data warming public.,Scientists are unreliable,500,img_9.jpg,https://www.example.com/,https://www.example.com/
61,Sophia Bush,@exampleName,TikTok,2020-07-08,01:26,Wildlife floods resources greenwashing adaptation.,Not humans,500,img_293.jpg,https://www.example.com/,https://www.example.com/
38,Kevin Alexander,@theBozo,Other,2020-07-21,13:50,Environmental ecotourism cycle.,Not bad,500,img_310.jpg,https://www.example.com/,https://www.example.com/
9,Amber Wilson,@john214394343,Twitter,2020-07-29,09:43,Electricity scientific sustainability monoculture sustainability farming.,Scientists are unreliable,23,img_123.jpg,https://www.example.com/,https://www.example.com/
8,Michelle Rivers,@dumbHandle,Twitter,2020-08-11,22:23,Geothermal warming biodiversity air wildlife temperature.,Solutions won't work,359,img_160.jpg,https://www.example.com/,https://www.example.com/
33,Robert Reyes,@theBozo,Twitter,2020-08-11,23:29,Fishing wildlife preservation green sustainable sprawl smog.,Not humans,80,img_427.jpg,https://www.example.com/,https://www.example.com/
2,Sophia Bush,@exampleName,Other,2020-08-16,23:00,Parks forest wave soil hydropower.,Not happening,271,img_438.jpg,https://www.example.com/,https://www.example.com/
34,Joseph Miller,@exampleName,TikTok,2020-08-18,23:32,Action energy drought transportation energy greenhouse depletion.,Not humans,244,img_343.jpg,https://www.example.com/,https://www.example.com/
36,Kevin Alexander,@notAHandle,Other,2020-08-18,23:33,Human heat wetlands storm reforestation monoculture.,Solutions won't work,500,img_6.jpg,https://www.example.com/,https://www.example.com/
24,Kevin Alexander,@john214394343,YouTube,2020-08-24,05:27,Biodegradable hoax compost conservation biodiversity.,Scientists are unreliable,152,img_394.jpg,https://www.example.com/,https://www.example.com/
22,Christopher Barrett,@anotherFake_handle,TikTok,2020-08-27,20:41,Industrial industrial fossil.,Solutions won't work,500,img_72.jpg,https://www.example.com/,https://www.example.com/
60,Amber Wilson,@justSomeSillyLittleGuy,TikTok,2020-09-01,06:31,Carbon fertilizer wildlife emissions resilience innovation electricity warming.,Not humans,500,img_211.jpg,https://www.example.com/,https://www.example.com/
39,Michelle Rivers,@climateFool,TikTok,2020-09-04,10:00,Fossil scientists food air adaptation research fuel impact.,Not happening,152,img_357.jpg,https://www.example.com/,https://www.example.com/
53,Kevin Alexander,@thisIsATest,YouTube,2020-09-11,18:57,Cycle geothermal weather earthquake sea pesticide.,Scientists are unreliable,227,img_430.jpg,https://www.example.com/,https://www.example.com/
17,Jonathon Keller,@justSomeSillyLittleGuy,YouTube,2020-09-16,11:23,Hydropower divestment water habitat food science alternative.,Solutions won't work,214,img_399.jpg,https://www.example.com/,https://www.example.com/
20,Amber Wilson,@anotherFake_handle,Other,2020-09-18,00:51,Overfishing landfill hoax markets wildlife.,Not bad,235,img_382.jpg,https://www.example.com/,https://www.example.com/
57,Jeanette Jackson,@john214394343,Twitter,2020-10-17,03:03,Warming transportation gases grid extinction degradation justice.,Not bad,273,img_178.jpg,https://www.example.com/,https://www.example.com/
51,Michelle Rivers,@exampleName,TikTok,2020-10-28,16:24,Trading models science extinction CO2.,Scientists are unreliable,500,img_65.jpg,https://www.example.com/,https://www.example.com/
18,Michelle Rivers,@climateFool,Other,2020-11-09,16:02,Chain preservation grid chain panels biodiversity.,Scientists are unreliable,263,img_165.jpg,https://www.example.com/,https://www.example.com/
32,Robert Reyes,@theBozo,Other,2020-11-09,22:29,Erosion technology adaptation carbon-neutral water ecotourism.,Scientists are unreliable,366,img_260.jpg,https://www.example.com/,https://www.example.com/
56,Sophia Bush,@dumbHandle,TikTok,2020-11-25,00:25,Efficiency monoculture emissions global biodegradable biomass chain.,Solutions won't work,357,img_279.jpg,https://www.example.com/,https://www.example.com/
15,Michelle Rivers,@theBozo,TikTok,2020-11-28,00:47,Degradation depletion production overfishing ozone.,Solutions won't work,500,img_214.jpg,https://www.example.com/,https://www.example.com/
45,Kevin Alexander,@thisIsATest,TikTok,2020-12-02,15:10,Monoculture contamination justice disaster transit waste.,Scientists are unreliable,25,img_404.jpg,https://www.example.com/,https://www.example.com/
37,Kevin Alexander,@exampleName,Other,2020-12-14,08:38,Sea soil organic emissions acidification action analysis.,Not happening,500,img_287.jpg,https://www.example.com/,https://www.example.com/
47,Robert Reyes,@justSomeSillyLittleGuy,Twitter,2020-12-18,07:00,Fuels corridors earth mitigation greenhouse levels.,Scientists are unreliable,500,img_458.jpg,https://www.example.com/,https://www.example.com/
12,Sophia Bush,@dumbHandle,Other,2020-12-29,13:20,Ocean impact biomass agroforestry smog.,Not happening,98,img_157.jpg,https://www.example.com/,https://www.example.com/
122,Kevin Alexander,@notAHandle,Twitter,2021-01-02,12:40,Warming reserve innovation sea waste.,Not bad,500,img_478.jpg,https://www.example.com/,https://www.example.com/
64,Jeanette Jackson,@theBozo,Other,2021-01-03,06:07,Plastic plastic fuel pesticide.,Not happening,101,img_31.jpg,https://www.example.com/,https://www.example.com/
80,Michelle Rivers,@john214394343,Other,2021-01-04,00:13,Smog species efficiency parks protection projections.,Not bad,500,img_420.jpg,https://www.example.com/,https://www.example.com/
109,Jeanette Jackson,@anotherFake_handle,TikTok,2021-01-05,09:10,Panels reserve resilience biomass toxins.,Scientists are unreliable,170,img_282.jpg,https://www.example.com/,https://www.example.com/
111,Christopher Barrett,@exampleName,YouTube,2021-01-06,07:00,Consumerism marine resilience.,Solutions won't work,25,img_481.jpg,https://www.example.com/,https://www.example.com/
105,Sophia Bush,@climateFool,Twitter,2021-01-07,02:54,Fuel change conservation degradation scientists national fishing.,Not happening,38,img_194.jpg,https://www.example.com/,https://www.example.com/
74,Jeanette Jackson,@justSomeSillyLittleGuy,TikTok,2021-01-08,06:33,Wind degradation energy conservation desertification equity offsets pesticides.,Not happening,500,img_398.jpg,https://www.example.com/,https://www.example.com/
116,Christopher Barrett,@john214394343,YouTube,2021-01-13,06:22,Storm electric projections wildlife.,Not happening,316,img_212.jpg,https://www.example.com/,https://www.example.com/
77,Sophia Bush,@THE_CLIMATE_NEWS,Twitter,2021-01-13,07:30,Waste production pesticides storm trees panels markets degradation.,Solutions won't work,365,img_59.jpg,https://www.example.com/,https://www.example.com/
89,Kevin Alexander,@justSomeSillyLittleGuy,TikTok,2021-01-16,01:11,Development levels misinformation marine urbanization climate energy energy.,Not happening,462,img_160.jpg,https://www.example.com/,https://www.example.com/
88,Christopher Barrett,@climateFool,YouTube,2021-01-16,03:52,Arctic justice degradation hydropower land chain sustainable conservation.,Solutions won't work,500,img_345.jpg,https://www.example.com/,https://www.example.com/
76,Jeanette Jackson,@thisIsATest,YouTube,2021-01-18,13:02,Climate warming temperature clean advocacy plastic.,Scientists are unreliable,500,img_188.jpg,https://www.example.com/,https://www.example.com/
96,Amber Wilson,@thisIsATest,TikTok,2021-01-18,15:03,Conservation degradation equity wildlife.,Not happening,106,img_61.jpg,https://www.example.com/,https://www.example.com/
65,Amber Wilson,@anotherFake_handle,Twitter,2021-01-18,17:49,Monoculture solar wetlands conservation global ocean.,Not humans,500,img_126.jpg,https://www.example.com/,https://www.example.com/
100,Jeanette Jackson,@climateFool,Other,2021-01-27,12:07,Methane solar scientists air.,Scientists are unreliable,336,img_157.jpg,https://www.example.com/,https://www.example.com/
90,Amber Wilson,@thisIsATest,Twitter,2021-01-28,11:40,Climate peatlands management warming solar pollution.,Scientists are unreliable,500,img_378.jpg,https://www.example.com/,https://www.example.com/
99,Robert Reyes,@theBozo,YouTube,2021-01-30,07:32,Wildlife adaptation panels degradation ozone scientists grid.,Not bad,500,img_142.jpg,https://www.example.com/,https://www.example.com/
84,Christopher Barrett,@anotherFake_handle,Twitter,2021-02-03,11:50,Climate mitigation change biodegradable equity biodegradable warming floods.,Not happening,500,img_239.jpg,https://www.example.com/,https://www.example.com/
92,Robert Reyes,@climateFool,Other,2021-02-05,05:00,Sea warming pollutants conscious renewable extinction.,Not happening,500,img_282.jpg,https://www.example.com/,https://www.example.com/
98,Robert Reyes,@THE_CLIMATE_NEWS,YouTube,2021-02-08,18:47,Smart geothermal agroforestry preservation.,Not humans,500,img_84.jpg,https://www.example.com/,https://www.example.com/
93,Jeanette Jackson,@theBozo,YouTube,2021-02-10,23:24,Impact weatherproofing pollutants advocacy markets earth justice.,Scientists are unreliable,122,img_192.jpg,https://www.example.com/,https://www.example.com/
78,Amber Wilson,@anotherFake_handle,YouTube,2021-02-12,05:58,Endangered climate consumerism plastic research.,Not happening,440,img_428.jpg,https://www.example.com/,https://www.example.com/
97,Timothy Parsons,@THE_CLIMATE_NEWS,TikTok,2021-02-24,18:23,Recycle wildlife waste soil climate biomass.,Not happening,203,img_63.jpg,https://www.example.com/,https://www.example.com/
95,Jonathon Keller,@thisIsATest,TikTok,2021-02-27,15:50,Fuels gases levels natural depletion acidification fires grid.,Not humans,500,img_219.jpg,https://www.example.com/,https://www.example.com/
112,Michelle Rivers,@dumbHandle,Other,2021-02-27,20:42,Justice renewables desertification policy ice.,Not bad,235,img_152.jpg,https://www.example.com/,https://www.example.com/
66,Amber Wilson,@dumbHandle,YouTube,2021-03-02,23:28,Landfill resources development fuel geothermal scientists law.,Solutions won't work,260,img_413.jpg,https://www.example.com/,https://www.example.com/
108,Kevin Alexander,@theBozo,TikTok,2021-03-04,12:12,Biodegradable toxins food ecosystem efficiency.,Scientists are unreliable,444,img_289.jpg,https://www.example.com/,https://www.example.com/
63,Kevin Alexander,@climateFool,Twitter,2021-03-04,13:51,Savings law temperature sequestration bicycles.,Not humans,500,img_18.jpg,https://www.example.com/,https://www.example.com/
71,Christopher Barrett,@climateFool,TikTok,2021-03-08,22:25,Chain smart climate protection transit arctic.,Scientists are unreliable,83,img_429.jpg,https://www.example.com/,https://www.example.com/
79,Sophia Bush,@exampleName,YouTube,2021-03-09,14:08,Justice wildlife wind human land.,Not humans,500,img_482.jpg,https://www.example.com/,https://www.example.com/
62,Timothy Parsons,@john214394343,Twitter,2021-03-09,20:38,Footprint divestment innovation geothermal climate.,Scientists are unreliable,500,img_223.jpg,https://www.example.com/,https://www.example.com/
118,Jonathon Keller,@exampleName,YouTube,2021-03-28,03:02,Sprawl sustainable temperature.,Scientists are unreliable,500,img_78.jpg,https://www.example.com/,https://www.example.com/
106,Kevin Alexander,@justSomeSillyLittleGuy,Other,2021-03-28,07:56,Regulations scientific analysis erosion.,Not humans,166,img_99.jpg,https://www.example.com/,https://www.example.com/
73,Joseph Miller,@climateFool,Other,2021-04-02,14:37,Fires recycle law drought cleaner weather urban.,Not happening,500,img_58.jpg,https://www.example.com/,https://www.example.com/
91,Joseph Miller,@thisIsATest,TikTok,2021-04-02,17:35,Policy deforestation emissions divestment.,Solutions won't work,3,img_173.jpg,https://www.example.com/,https://www.example.com/
75,Sophia Bush,@exampleName,Other,2021-04-03,21:41,Action climate forest forest preservation.,Not happening,144,img_303.jpg,https://www.example.com/,https://www.example.com/
69,Jeanette Jackson,@climateFool,YouTube,2021-04-06,17:09,Warming levels arctic wind regulations ozone erosion.,Solutions won't work,158,img_260.jpg,https://www.example.com/,https://www.example.com/
103,Joseph Miller,@thisIsATest,Twitter,2021-04-07,09:58,Justice wind reserves wetlands agroforestry agroforestry wetlands.,Not humans,500,img_218.jpg,https://www.example.com/,https://www.example.com/
113,Robert Reyes,@anotherFake_handle,Other,2021-04-08,07:07,Insulation environmental data biodiversity hydropower advocacy.,Scientists are unreliable,500,img_353.jpg,https://www.example.com/,https://www.example.com/
82,Timothy Parsons,@john214394343,TikTok,2021-04-12,19:17,Resources ice green parks.,Not humans,373,img_237.jpg,https://www.example.com/,https://www.example.com/
117,Jeanette Jackson,@theBozo,Twitter,2021-04-12,20:35,Wind biomass fuels science production.,Not bad,38,img_146.jpg,https://www.example.com/,https://www.example.com/
68,Jeanette Jackson,@THE_CLIMATE_NEWS,TikTok,2021-04-15,03:20,Levels smart hurricane herbicides.,Scientists are unreliable,500,img_255.jpg,https://www.example.com/,https://www.example.com/
94,Christopher Barrett,@dumbHandle,Twitter,2021-04-16,06:14,Smart desertification preservation monoculture overfishing eco-friendly wetlands research.,Scientists are unreliable,437,img_375.jpg,https://www.example.com/,https://www.example.com/
87,Robert Reyes,@theBozo,Other,2021-04-19,00:58,Antarctic wetlands wetlands pesticides.,Solutions won't work,500,img_7.jpg,https://www.example.com/,https://www.example.com/
83,Jonathon Keller,@notAHandle,Twitter,2021-04-19,07:51,Panels trading compost weatherproofing solar degradation.,Solutions won't work,500,img_413.jpg,https://www.example.com/,https://www.example.com/
72,Kevin Alexander,@theBozo,Twitter,2021-04-20,03:06,Innovation disaster degradation warming turbines cities.,Solutions won't work,163,img_75.jpg,https://www.example.com/,https://www.example.com/
70,Robert Reyes,@anotherFake_handle,Other,2021-04-21,07:00,Soil conservation corridors misinformation renewable fuels pollution wave.,Scientists are unreliable,500,img_232.jpg,https://www.example.com/,https://www.example.com/
104,Amber Wilson,@climateFool,Other,2021-04-25,11:11,Recycle landfill alternative advocacy science earth contamination.,Solutions won't work,261,img_128.jpg,https://www.example.com/,https://www.example.com/
121,Joseph Miller,@exampleName,TikTok,2021-04-25,11:17,Arctic forest fossil warming CO2 plastic justice.,Not humans,500,img_418.jpg,https://www.example.com/,https://www.example.com/
115,Christopher Barrett,@notAHandle,Twitter,2021-05-02,12:18,Warming ecosystem conservation chain.,Not happening,443,img_118.jpg,https://www.example.com/,https://www.example.com/
85,Amber Wilson,@notAHandle,Other,2021-05-08,05:11,Volcano conservation pesticide.,Scientists are unreliable,134,img_127.jpg,https://www.example.com/,https://www.example.com/
123,Sophia Bush,@theBozo,Other,2021-05-11,09:16,Equity electricity trading living.,Not humans,500,img_6.jpg,https://www.example.com/,https://www.example.com/
81,Robert Reyes,@climateFool,Twitter,2021-05-13,23:35,Arctic weather vehicles desertification earth projections gases.,Not happening,100,img_66.jpg,https://www.example.com/,https://www.example.com/
86,Michelle Rivers,@notAHandle,YouTube,2021-05-17,10:11,Analysis clean misinformation corridors turbines disaster waste.,Solutions won't work,183,img_22.jpg,https://www.example.com/,https://www.example.com/
119,Amber Wilson,@theBozo,YouTube,2021-05-17,10:48,Degradation drought reserve antarctic.,Not bad,500,img_193.jpg,https://www.example.com/,https://www.example.com/
110,Amber Wilson,@notAHandle,Other,2021-05-17,15:51,Innovation energy sustainable scientific wave transportation innovation.,Scientists are unreliable,163,img_417.jpg,https://www.example.com/,https://www.example.com/
101,Jeanette Jackson,@theBozo,TikTok,2021-05-21,00:30,Organic compost human divestment.,Not bad,500,img_387.jpg,https://www.example.com/,https://www.example.com/
102,Amber Wilson,@dumbHandle,Other,2021-05-23,10:24,Fossil action species divestment ecosystem climate.,Solutions won't work,500,img_473.jpg,https://www.example.com/,https://www.example.com/
67,Sophia Bush,@dumbHandle,Twitter,2021-05-25,01:20,Production living adaptation transportation renewables ocean urban public.,Solutions won't work,68,img_251.jpg,https://www.example.com/,https://www.example.com/
107,Amber Wilson,@exampleName,Twitter,2021-05-26,23:27,Savings fires carbon-neutral antarctic.,Scientists are unreliable,442,img_482.jpg,https://www.example.com/,https://www.example.com/
114,Jonathon Keller,@theBozo,TikTok,2021-05-27,09:46,Farming divestment fishing change.,Not bad,385,img_275.jpg,https://www.example.com/,https://www.example.com/
120,Timothy Parsons,@thisIsATest,YouTube,2021-05-31,01:18,Forest nuclear resources fuel fires depletion trading.,Not happening,500,img_159.jpg,https://www.example.com/,https://www.example.com/
131,Robert Reyes,@climateFool,TikTok,2021-06-15,17:28,Biomass environmental melting food compost.,Not humans,293,img_135.jpg,https://www.example.com/,https://www.example.com/
143,Amber Wilson,@john214394343,TikTok,2021-06-16,06:58,Ecotourism biodegradable wave environmental turbines renewable fertilizer.,Not bad,168,img_148.jpg,https://www.example.com/,https://www.example.com/
130,Michelle Rivers,@THE_CLIMATE_NEWS,YouTube,2021-06-21,11:02,Conservation conservation national parks fossil parks.,Scientists are unreliable,500,img_358.jpg,https://www.example.com/,https://www.example.com/
162,Amber Wilson,@exampleName,YouTube,2021-07-01,00:03,Sprawl innovation desertification methane sprawl.,Solutions won't work,500,img_316.jpg,https://www.example.com/,https://www.example.com/
142,Michelle Rivers,@exampleName,Twitter,2021-07-01,00:59,Insulation sea climate levels wetlands.,Not happening,94,img_192.jpg,https://www.example.com/,https://www.example.com/
126,Timothy Parsons,@thisIsATest,YouTube,2021-07-07,04:13,Compost science conscious emissions sequestration hydropower.,Not happening,500,img_401.jpg,https://www.example.com/,https://www.example.com/
124,Jonathon Keller,@THE_CLIMATE_NEWS,TikTok,2021-07-08,04:29,Coastal trading weatherproofing levels nuclear.,Not happening,448,img_449.jpg,https://www.example.com/,https://www.example.com/
175,Jonathon Keller,@anotherFake_handle,TikTok,2021-07-08,21:07,Energy impact transportation trees environmental human insulation smart.,Not humans,213,img_443.jpg,https://www.example.com/,https://www.example.com/
499,Michelle Rivers,@anotherFake_handle,Twitter,2021-07-11,06:57,Reforestation offsets land production CO2 wind impact equity.,Not bad,30,img_491.jpg,https://www.example.com/,https://www.example.com/
169,Sophia Bush,@THE_CLIMATE_NEWS,YouTube,2021-07-17,22:23,Green green climate recycle trading alternative emissions projections.,Not happening,240,img_204.jpg,https://www.example.com/,https://www.example.com/
158,Michelle Rivers,@exampleName,TikTok,2021-07-29,14:50,Contamination regulations living law sequestration law global CO2.,Solutions won't work,449,img_164.jpg,https://www.example.com/,https://www.example.com/
152,Sophia Bush,@THE_CLIMATE_NEWS,TikTok,2021-07-30,03:47,Consumerism biodiversity temperature earth hydropower grid climate.,Not happening,128,img_159.jpg,https://www.example.com/,https://www.example.com/
141,Sophia Bush,@thisIsATest,TikTok,2021-08-02,00:07,Emissions earth quality forest footprint air fuel change.,Not happening,320,img_223.jpg,https://www.example.com/,https://www.example.com/
151,Joseph Miller,@notAHandle,Twitter,2021-08-16,09:22,Deforestation monoculture sea solar sea change turbines.,Not humans,250,img_299.jpg,https://www.example.com/,https://www.example.com/
174,Jonathon Keller,@notAHandle,YouTube,2021-08-19,18:07,Energy bycatch recycle insulation soil.,Solutions won't work,481,img_161.jpg,https://www.example.com/,https://www.example.com/
156,Jeanette Jackson,@exampleName,Other,2021-08-23,09:49,Monoculture extinction ozone electricity data water biofuel.,Scientists are unreliable,219,img_72.jpg,https://www.example.com/,https://www.example.com/
139,Amber Wilson,@theBozo,TikTok,2021-08-23,16:32,Weather erosion divestment recycle public arctic scientific fossil.,Solutions won't work,500,img_225.jpg,https://www.example.com/,https://www.example.com/
134,Kevin Alexander,@dumbHandle,YouTube,2021-08-24,17:32,Environmental erosion fishing human projections.,Not bad,258,img_73.jpg,https://www.example.com/,https://www.example.com/
165,Joseph Miller,@notAHandle,Twitter,2021-08-27,14:44,Deforestation living waste regulations.,Scientists are unreliable,423,img_343.jpg,https://www.example.com/,https://www.example.com/
179,Sophia Bush,@dumbHandle,Twitter,2021-08-29,16:51,Fuels trees fossil corridors carbon wildlife emissions.,Not bad,81,img_352.jpg,https://www.example.com/,https://www.example.com/
163,Jonathon Keller,@anotherFake_handle,Other,2021-08-30,17:05,Policy acidification biodiversity industrial.,Not bad,500,img_121.jpg,https://www.example.com/,https://www.example.com/
155,Jonathon Keller,@anotherFake_handle,YouTube,2021-09-06,13:39,Depletion water conscious advocacy.,Solutions won't work,246,img_161.jpg,https://www.example.com/,https://www.example.com/
173,Amber Wilson,@exampleName,Other,2021-09-14,03:35,Biofuel protection heat eco-friendly trees melting.,Not humans,113,img_123.jpg,https://www.example.com/,https://www.example.com/
172,Kevin Alexander,@climateFool,Twitter,2021-09-22,14:38,Greenwashing energy monoculture wind solar.,Not happening,500,img_462.jpg,https://www.example.com/,https://www.example.com/
127,Michelle Rivers,@theBozo,YouTube,2021-09-23,19:29,Energy agroforestry urban greenhouse peatlands.,Solutions won't work,194,img_490.jpg,https://www.example.com/,https://www.example.com/
177,Timothy Parsons,@theBozo,Twitter,2021-09-24,17:46,Cleaner contamination environmental weather land mitigation scientific.,Not happening,7,img_430.jpg,https://www.example.com/,https://www.example.com/
129,Amber Wilson,@exampleName,Other,2021-09-26,07:37,Earthquake mitigation science carbon-neutral food offsets earth.,Not humans,64,img_7.jpg,https://www.example.com/,https://www.example.com/
128,Jeanette Jackson,@exampleName,TikTok,2021-09-29,19:13,Arctic smart weather sustainable erosion wetlands.,Not bad,88,img_291.jpg,https://www.example.com/,https://www.example.com/
133,Kevin Alexander,@climateFool,Other,2021-10-06,02:10,Recycle smart marine wetlands action ecotourism.,Not happening,285,img_94.jpg,https://www.example.com/,https://www.example.com/
184,Kevin Alexander,@justSomeSillyLittleGuy,Twitter,2021-10-06,09:26,Efficiency footprint soil wind.,Not humans,500,img_422.jpg,https://www.example.com/,https://www.example.com/
183,Jeanette Jackson,@justSomeSillyLittleGuy,TikTok,2021-10-07,21:32,Agriculture cities fuel science melting.,Solutions won't work,222,img_331.jpg,https://www.example.com/,https://www.example.com/
125,Jeanette Jackson,@climateFool,Twitter,2021-10-08,13:40,National hoax sea.,Solutions won't work,318,img_243.jpg,https://www.example.com/,https://www.example.com/
